access_id,memory_address,operation,cache_result
1152,46,READ,HIT
1153,47,WRITE,MISS
1154,47,WRITE,HIT
1155,48,READ,MISS
1156,48,READ,HIT
1157,50,WRITE,MISS
1158,227,WRITE,MISS
1159,227,READ,HIT
1160,227,READ,HIT
1161,228,WRITE,HIT
1162,229,READ,MISS
1163,227,WRITE,HIT
1164,228,READ,HIT
1165,226,WRITE,HIT
1166,227,READ,HIT
1167,228,WRITE,HIT
1168,230,WRITE,MISS
1169,229,READ,HIT
1170,228,WRITE,HIT
1171,230,READ,HIT
1172,231,WRITE,MISS
1173,154,WRITE,MISS
1174,170,READ,MISS
1175,6,WRITE,MISS
1176,8,WRITE,MISS
1177,9,WRITE,MISS
1178,8,WRITE,HIT
1179,150,READ,MISS
1180,150,WRITE,HIT
1181,150,WRITE,HIT
1182,150,READ,HIT
1183,149,READ,MISS
1184,150,READ,HIT
1185,148,READ,MISS
1186,149,WRITE,HIT
1187,149,READ,HIT
1188,150,WRITE,HIT
1189,151,WRITE,MISS
1190,164,READ,MISS
1191,164,READ,HIT
1192,163,READ,MISS
1193,165,WRITE,MISS
1194,165,READ,HIT
1195,4,WRITE,MISS
1196,69,READ,MISS
1197,69,READ,HIT
1198,71,READ,MISS
1199,42,READ,MISS
1200,41,WRITE,MISS
1201,28,WRITE,MISS
1202,27,READ,MISS
1203,29,READ,MISS
1204,27,WRITE,HIT
1205,26,READ,MISS
1206,26,WRITE,HIT
1207,25,READ,MISS
1208,25,WRITE,HIT
1209,57,WRITE,MISS
1210,34,READ,MISS
1211,35,READ,MISS
1212,35,WRITE,HIT
1213,36,WRITE,MISS
1214,232,READ,MISS
1215,103,WRITE,MISS
1216,105,WRITE,MISS
1217,118,WRITE,MISS
1218,117,WRITE,MISS
1219,116,WRITE,MISS
1220,114,READ,MISS
1221,113,WRITE,MISS
1222,111,WRITE,MISS
1223,112,WRITE,MISS
1224,110,WRITE,MISS
1225,109,WRITE,MISS
1226,108,WRITE,MISS
1227,110,WRITE,HIT
1228,109,WRITE,HIT
1229,109,READ,HIT
1230,109,WRITE,HIT
1231,140,READ,MISS
1232,139,READ,MISS
1233,141,WRITE,MISS
1234,150,WRITE,MISS
1235,151,READ,MISS
1236,149,READ,MISS
1237,147,WRITE,MISS
1238,32,READ,MISS
1239,32,WRITE,HIT
1240,30,READ,MISS
1241,22,READ,MISS
1242,24,READ,MISS
1243,26,WRITE,MISS
1244,26,WRITE,HIT
1245,25,WRITE,MISS
1246,81,WRITE,MISS
1247,83,READ,MISS
1248,84,READ,MISS
1249,83,WRITE,HIT
1250,21,WRITE,MISS
1251,22,WRITE,HIT
1252,23,READ,MISS
1253,23,READ,HIT
1254,22,WRITE,HIT
1255,23,READ,HIT
1256,21,READ,HIT
1257,23,READ,HIT
1258,178,WRITE,MISS
1259,177,WRITE,MISS
1260,176,WRITE,MISS
1261,253,WRITE,MISS
1262,254,READ,MISS
1263,255,READ,MISS
1264,255,WRITE,HIT
1265,64,WRITE,MISS
1266,63,WRITE,MISS
1267,180,READ,MISS
1268,198,READ,MISS
1269,26,READ,MISS
1270,26,WRITE,HIT
1271,27,WRITE,MISS
1272,25,READ,MISS
1273,108,READ,MISS
1274,109,WRITE,MISS
1275,108,WRITE,HIT
1276,195,READ,MISS
1277,234,WRITE,MISS
1278,234,READ,HIT
1279,232,READ,MISS
1280,232,WRITE,HIT
1281,232,READ,HIT
1282,105,WRITE,MISS
1283,103,WRITE,MISS
1284,200,READ,MISS
1285,201,WRITE,MISS
1286,199,WRITE,MISS
1287,199,WRITE,HIT
1288,200,WRITE,HIT
1289,152,READ,MISS
1290,153,WRITE,MISS
1291,154,READ,MISS
1292,152,WRITE,HIT
1293,223,WRITE,MISS
1294,225,READ,MISS
1295,226,READ,MISS
1296,227,WRITE,MISS
1297,228,WRITE,MISS
1298,229,READ,MISS
1299,230,WRITE,MISS
1300,228,READ,HIT
1301,208,READ,MISS
1302,209,WRITE,MISS
1303,209,WRITE,HIT
1304,209,READ,HIT
1305,207,WRITE,MISS
1306,10,READ,MISS
1307,11,READ,MISS
1308,181,WRITE,MISS
1309,182,READ,MISS
1310,183,READ,MISS
1311,255,READ,MISS
1312,253,WRITE,MISS
1313,252,WRITE,MISS
1314,251,READ,MISS
1315,12,READ,MISS
1316,31,READ,MISS
1317,30,WRITE,MISS
1318,28,READ,MISS
1319,29,READ,MISS
1320,30,READ,HIT
1321,28,READ,HIT
1322,27,READ,MISS
1323,29,READ,HIT
1324,27,READ,HIT
1325,27,READ,HIT
1326,27,WRITE,HIT
1327,26,READ,MISS
1328,24,WRITE,MISS
1329,169,WRITE,MISS
1330,169,READ,HIT
1331,238,WRITE,MISS
1332,222,READ,MISS
1333,222,READ,HIT
1334,223,WRITE,MISS
1335,224,WRITE,MISS
1336,225,WRITE,MISS
1337,226,READ,MISS
1338,227,WRITE,MISS
1339,229,READ,MISS
1340,66,WRITE,MISS
1341,65,READ,MISS
1342,65,WRITE,HIT
1343,64,WRITE,MISS
1344,63,READ,MISS
1345,190,READ,MISS
1346,190,READ,HIT
1347,189,READ,MISS
1348,189,READ,HIT
1349,191,READ,MISS
1350,192,READ,MISS
1351,191,READ,HIT
1352,191,READ,HIT
1353,193,READ,MISS
1354,194,WRITE,MISS
1355,196,READ,MISS
1356,90,READ,MISS
1357,89,READ,MISS
1358,121,WRITE,MISS
1359,119,WRITE,MISS
1360,214,WRITE,MISS
1361,212,READ,MISS
1362,214,READ,HIT
1363,213,READ,MISS
1364,215,READ,MISS
1365,217,READ,MISS
1366,215,READ,HIT
1367,217,READ,HIT
1368,215,WRITE,HIT
1369,216,WRITE,MISS
1370,215,READ,HIT
1371,216,READ,HIT
1372,218,READ,MISS
1373,218,WRITE,HIT
1374,220,READ,MISS
1375,218,READ,HIT
1376,216,READ,HIT
1377,218,WRITE,HIT
1378,219,WRITE,MISS
1379,217,READ,HIT
1380,215,READ,HIT
1381,214,READ,HIT
1382,225,WRITE,MISS
1383,226,READ,MISS
1384,226,READ,HIT
1385,227,READ,MISS
1386,226,WRITE,HIT
1387,226,WRITE,HIT
1388,227,READ,HIT
1389,229,WRITE,MISS
1390,227,WRITE,HIT
1391,228,WRITE,MISS
1392,227,WRITE,HIT
1393,228,WRITE,HIT
1394,230,WRITE,MISS
1395,168,WRITE,MISS
1396,170,WRITE,MISS
1397,169,READ,MISS
1398,130,WRITE,MISS
1399,131,WRITE,MISS
1400,130,READ,HIT
1401,130,WRITE,HIT
1402,132,WRITE,MISS
1403,136,READ,MISS
1404,137,WRITE,MISS
1405,179,WRITE,MISS
1406,181,WRITE,MISS
1407,182,READ,MISS
1408,184,READ,MISS
1409,186,READ,MISS
1410,186,READ,HIT
1411,188,READ,MISS
1412,180,WRITE,MISS
1413,180,READ,HIT
1414,180,READ,HIT
1415,180,READ,HIT
1416,182,READ,HIT
1417,184,READ,HIT
1418,182,READ,HIT
1419,183,READ,MISS
1420,183,READ,HIT
1421,182,READ,HIT
1422,183,WRITE,HIT
1423,184,WRITE,HIT
1424,122,WRITE,MISS
1425,124,WRITE,MISS
1426,126,READ,MISS
1427,127,READ,MISS
1428,127,READ,HIT
1429,125,WRITE,MISS
1430,185,READ,MISS
1431,186,READ,HIT
1432,158,READ,MISS
1433,160,WRITE,MISS
1434,158,READ,HIT
1435,160,READ,HIT
1436,160,READ,HIT
1437,158,READ,HIT
1438,157,READ,MISS
1439,154,READ,MISS
1440,153,READ,MISS
1441,152,WRITE,MISS
1442,150,READ,MISS
1443,149,WRITE,MISS
1444,147,READ,MISS
1445,146,WRITE,MISS
1446,145,WRITE,MISS
1447,145,READ,HIT
1448,144,WRITE,MISS
1449,145,WRITE,HIT
1450,147,READ,HIT
1451,51,READ,MISS
1452,53,READ,MISS
1453,54,READ,MISS
1454,55,WRITE,MISS
1455,57,READ,MISS
1456,57,READ,HIT
1457,56,WRITE,MISS
1458,57,WRITE,HIT
1459,55,READ,HIT
1460,162,READ,MISS
1461,164,READ,MISS
1462,163,WRITE,MISS
1463,164,WRITE,HIT
1464,162,READ,HIT
1465,162,READ,HIT
1466,163,WRITE,HIT
1467,164,READ,HIT
1468,166,WRITE,MISS
1469,165,WRITE,MISS
1470,167,READ,MISS
1471,168,READ,MISS
1472,94,READ,MISS
1473,174,READ,MISS
1474,175,READ,MISS
1475,236,WRITE,MISS
1476,236,READ,HIT
1477,234,WRITE,MISS
1478,232,READ,MISS
1479,231,READ,MISS
1480,230,READ,MISS
1481,228,WRITE,MISS
1482,228,WRITE,HIT
1483,226,WRITE,MISS
1484,224,WRITE,MISS
1485,225,WRITE,MISS
1486,227,WRITE,MISS
1487,228,WRITE,HIT
1488,230,READ,HIT
1489,231,WRITE,HIT
1490,229,WRITE,MISS
1491,227,WRITE,HIT
1492,225,READ,HIT
1493,226,WRITE,HIT
1494,226,WRITE,HIT
1495,38,READ,MISS
1496,36,READ,MISS
1497,38,READ,HIT
1498,63,READ,MISS
1499,229,WRITE,HIT
1500,227,WRITE,HIT
1501,78,READ,MISS
1502,77,READ,MISS
1503,59,WRITE,MISS
1504,202,WRITE,MISS
1505,200,READ,MISS
1506,244,READ,MISS
1507,246,READ,MISS
1508,247,WRITE,MISS
1509,246,WRITE,HIT
1510,66,READ,MISS
1511,66,WRITE,HIT
1512,66,WRITE,HIT
1513,68,READ,MISS
1514,66,WRITE,HIT
1515,66,READ,HIT
1516,65,READ,MISS
1517,66,WRITE,HIT
1518,66,READ,HIT
1519,65,WRITE,HIT
1520,236,READ,MISS
1521,226,WRITE,MISS
1522,226,READ,HIT
1523,224,READ,MISS
1524,95,WRITE,MISS
1525,192,WRITE,MISS
1526,194,WRITE,MISS
1527,192,READ,HIT
1528,192,READ,HIT
1529,193,READ,MISS
1530,192,READ,HIT
1531,191,WRITE,MISS
1532,191,READ,HIT
1533,193,READ,HIT
1534,192,WRITE,HIT
1535,192,READ,HIT
1536,190,READ,MISS
1537,190,WRITE,HIT
1538,105,WRITE,MISS
1539,100,WRITE,MISS
1540,149,READ,MISS
1541,149,READ,HIT
1542,43,READ,MISS
1543,38,READ,MISS
1544,37,READ,MISS
1545,37,READ,HIT
1546,245,WRITE,MISS
1547,245,WRITE,HIT
1548,245,READ,HIT
1549,245,READ,HIT
1550,245,READ,HIT
1551,175,READ,MISS
1552,174,READ,MISS
1553,175,READ,HIT
1554,175,WRITE,HIT
1555,173,WRITE,MISS
1556,174,READ,HIT
1557,172,READ,MISS
1558,174,READ,HIT
1559,174,READ,HIT
1560,174,WRITE,HIT
1561,238,WRITE,MISS
1562,237,READ,MISS
1563,239,READ,MISS
1564,236,READ,MISS
1565,101,READ,MISS
1566,102,WRITE,MISS
1567,103,WRITE,MISS
1568,105,WRITE,MISS
1569,107,WRITE,MISS
1570,109,READ,MISS
1571,108,READ,MISS
1572,102,WRITE,HIT
1573,49,READ,MISS
1574,48,WRITE,MISS
1575,47,WRITE,MISS
1576,45,WRITE,MISS
1577,250,READ,MISS
1578,251,WRITE,MISS
1579,250,READ,HIT
1580,250,READ,HIT
1581,250,READ,HIT
1582,249,READ,MISS
1583,251,READ,HIT
1584,250,WRITE,HIT
1585,251,READ,HIT
1586,250,READ,HIT
1587,252,READ,MISS
1588,234,READ,MISS
1589,236,READ,MISS
1590,237,READ,MISS
1591,236,WRITE,HIT
1592,200,WRITE,MISS
1593,198,WRITE,MISS
1594,230,READ,MISS
1595,230,READ,HIT
1596,232,WRITE,MISS
1597,233,READ,MISS
1598,234,WRITE,HIT
1599,233,READ,HIT
1600,228,READ,MISS
1601,226,WRITE,MISS
1602,224,READ,MISS
1603,222,READ,MISS
1604,224,READ,HIT
1605,222,WRITE,HIT
1606,220,READ,MISS
1607,218,READ,MISS
1608,219,WRITE,MISS
1609,218,READ,HIT
1610,27,READ,MISS
1611,25,WRITE,MISS
1612,27,WRITE,HIT
1613,28,WRITE,MISS
1614,30,WRITE,MISS
1615,250,READ,MISS
1616,250,WRITE,HIT
1617,192,WRITE,MISS
1618,190,READ,MISS
1619,191,READ,MISS
1620,61,READ,MISS
1621,59,READ,MISS
1622,169,WRITE,MISS
1623,171,READ,MISS
1624,173,READ,MISS
1625,174,WRITE,MISS
1626,175,READ,MISS
1627,177,READ,MISS
1628,178,READ,MISS
1629,177,READ,HIT
1630,175,READ,HIT
1631,173,READ,HIT
1632,173,WRITE,HIT
1633,175,WRITE,HIT
1634,175,READ,HIT
1635,174,READ,HIT
1636,175,WRITE,HIT
1637,177,READ,HIT
1638,177,WRITE,HIT
1639,129,READ,MISS
1640,128,READ,MISS
1641,127,READ,MISS
1642,128,READ,HIT
1643,128,READ,HIT
1644,129,READ,HIT
1645,127,WRITE,HIT
1646,129,WRITE,HIT
1647,129,WRITE,HIT
1648,127,READ,HIT
1649,125,READ,MISS
1650,126,READ,MISS
1651,128,READ,HIT
1652,128,WRITE,HIT
1653,130,WRITE,MISS
1654,65,READ,MISS
1655,42,READ,MISS
1656,135,WRITE,MISS
1657,134,READ,MISS
1658,135,WRITE,HIT
1659,136,WRITE,MISS
1660,138,WRITE,MISS
1661,137,READ,MISS
1662,135,READ,HIT
1663,136,WRITE,HIT
1664,134,READ,HIT
1665,136,WRITE,HIT
1666,135,WRITE,HIT
1667,134,READ,HIT
1668,136,READ,HIT
1669,136,WRITE,HIT
1670,21,WRITE,MISS
1671,23,READ,MISS
1672,22,READ,MISS
1673,145,WRITE,MISS
1674,147,WRITE,MISS
1675,147,WRITE,HIT
1676,147,WRITE,HIT
1677,146,WRITE,MISS
1678,145,WRITE,HIT
1679,143,READ,MISS
1680,143,WRITE,HIT
1681,142,READ,MISS
1682,229,READ,MISS
1683,229,WRITE,HIT
1684,76,WRITE,MISS
1685,76,READ,HIT
1686,28,WRITE,MISS
1687,28,WRITE,HIT
1688,233,WRITE,MISS
1689,235,READ,MISS
1690,234,READ,MISS
1691,23,WRITE,HIT
1692,23,READ,HIT
1693,23,WRITE,HIT
1694,25,WRITE,MISS
1695,25,READ,HIT
1696,24,WRITE,MISS
1697,26,WRITE,MISS
1698,247,READ,MISS
1699,246,READ,MISS
1700,45,WRITE,MISS
1701,47,WRITE,MISS
1702,49,READ,MISS
1703,208,READ,MISS
1704,207,WRITE,MISS
1705,205,WRITE,MISS
1706,207,WRITE,HIT
1707,34,WRITE,MISS
1708,150,READ,MISS
1709,148,READ,MISS
1710,148,WRITE,HIT
1711,149,READ,MISS
1712,150,READ,HIT
1713,149,READ,HIT
1714,150,READ,HIT
1715,247,READ,HIT
1716,249,READ,MISS
1717,247,WRITE,HIT
1718,246,READ,HIT
1719,244,WRITE,MISS
1720,244,WRITE,HIT
1721,243,WRITE,MISS
1722,245,READ,MISS
1723,246,WRITE,HIT
1724,248,READ,MISS
1725,249,READ,HIT
1726,248,WRITE,HIT
1727,249,READ,HIT
1728,247,READ,HIT
1729,249,WRITE,HIT
1730,249,WRITE,HIT
1731,32,READ,MISS
1732,30,WRITE,MISS
1733,29,READ,MISS
1734,16,READ,MISS
1735,15,READ,MISS
1736,13,READ,MISS
1737,180,READ,MISS
1738,179,READ,MISS
1739,179,WRITE,HIT
1740,177,READ,MISS
1741,176,READ,MISS
1742,174,WRITE,MISS
1743,173,WRITE,MISS
1744,175,WRITE,MISS
1745,177,READ,HIT
1746,176,READ,HIT
1747,177,READ,HIT
1748,176,READ,HIT
1749,177,WRITE,HIT
1750,177,READ,HIT
1751,175,WRITE,HIT
1752,174,WRITE,HIT
1753,54,READ,MISS
1754,54,READ,HIT
1755,52,READ,MISS
1756,53,READ,MISS
1757,53,WRITE,HIT
1758,53,READ,HIT
1759,101,WRITE,MISS
1760,99,WRITE,MISS
1761,98,READ,MISS
1762,100,READ,MISS
1763,21,READ,MISS
1764,22,WRITE,MISS
1765,22,WRITE,HIT
1766,43,WRITE,MISS
1767,41,WRITE,MISS
1768,105,READ,MISS
1769,107,READ,MISS
1770,108,WRITE,MISS
1771,110,WRITE,MISS
1772,109,WRITE,MISS
1773,107,WRITE,HIT
1774,106,READ,MISS
1775,106,READ,HIT
1776,9,READ,MISS
1777,9,READ,HIT
1778,11,WRITE,MISS
1779,12,WRITE,MISS
1780,14,READ,MISS
1781,16,READ,MISS
1782,14,READ,HIT
1783,14,WRITE,HIT
1784,231,READ,MISS
1785,232,READ,MISS
1786,96,WRITE,MISS
1787,98,READ,MISS
1788,97,WRITE,MISS
1789,96,WRITE,HIT
1790,244,READ,MISS
1791,242,READ,MISS
1792,240,WRITE,MISS
1793,241,READ,MISS
1794,242,WRITE,HIT
1795,241,WRITE,HIT
1796,239,READ,MISS
1797,238,WRITE,MISS
1798,238,READ,HIT
1799,122,WRITE,MISS
1800,120,READ,MISS
1801,119,READ,MISS
1802,148,WRITE,MISS
1803,148,READ,HIT
1804,146,WRITE,MISS
1805,146,READ,HIT
1806,36,WRITE,MISS
1807,35,READ,MISS
1808,37,READ,MISS
1809,35,READ,HIT
1810,218,WRITE,MISS
1811,216,WRITE,MISS
1812,215,READ,MISS
1813,216,WRITE,HIT
1814,216,WRITE,HIT
1815,215,READ,HIT
1816,214,WRITE,MISS
1817,216,WRITE,HIT
1818,218,WRITE,HIT
1819,84,READ,MISS
1820,85,WRITE,MISS
1821,85,READ,HIT
1822,86,WRITE,MISS
1823,85,WRITE,HIT
1824,84,WRITE,HIT
1825,15,READ,MISS
1826,13,READ,MISS
1827,13,WRITE,HIT
1828,12,WRITE,MISS
1829,13,WRITE,HIT
1830,11,WRITE,MISS
1831,11,WRITE,HIT
1832,9,WRITE,MISS
1833,10,WRITE,MISS
1834,10,READ,HIT
1835,10,WRITE,HIT
1836,20,READ,MISS
1837,20,READ,HIT
1838,18,READ,MISS
1839,176,READ,MISS
1840,178,WRITE,MISS
1841,176,READ,HIT
1842,177,READ,MISS
1843,175,WRITE,MISS
1844,173,WRITE,MISS
1845,171,WRITE,MISS
1846,171,WRITE,HIT
1847,172,WRITE,MISS
1848,174,READ,MISS
1849,174,WRITE,HIT
1850,92,READ,MISS
1851,93,WRITE,MISS
1852,93,WRITE,HIT
1853,91,WRITE,MISS
1854,91,WRITE,HIT
1855,19,READ,MISS
1856,24,READ,MISS
1857,24,WRITE,HIT
1858,9,READ,MISS
1859,9,READ,HIT
1860,10,WRITE,MISS
1861,30,WRITE,MISS
1862,29,WRITE,MISS
1863,27,READ,MISS
1864,120,WRITE,MISS
1865,18,READ,MISS
1866,20,WRITE,MISS
1867,21,WRITE,MISS
1868,169,WRITE,MISS
1869,167,WRITE,MISS
1870,166,READ,MISS
1871,166,WRITE,HIT
1872,167,WRITE,HIT
1873,166,READ,HIT
1874,168,READ,MISS
1875,166,READ,HIT
1876,165,READ,MISS
1877,166,READ,HIT
1878,165,WRITE,HIT
1879,163,WRITE,MISS
1880,164,WRITE,MISS
1881,162,WRITE,MISS
1882,161,WRITE,MISS
1883,161,WRITE,HIT
1884,163,WRITE,HIT
1885,163,WRITE,HIT
1886,164,WRITE,HIT
1887,71,WRITE,MISS
1888,143,WRITE,MISS
1889,134,READ,MISS
1890,133,WRITE,MISS
1891,133,READ,HIT
1892,131,WRITE,MISS
1893,132,WRITE,MISS
1894,130,READ,MISS
1895,130,READ,HIT
1896,130,READ,HIT
1897,128,WRITE,MISS
1898,128,WRITE,HIT
1899,128,WRITE,HIT
1900,129,WRITE,MISS
1901,90,WRITE,MISS
1902,68,WRITE,MISS
1903,67,WRITE,MISS
1904,67,WRITE,HIT
1905,183,READ,MISS
1906,182,READ,MISS
1907,183,READ,HIT
1908,247,READ,MISS
1909,246,READ,MISS
1910,248,READ,MISS
1911,248,READ,HIT
1912,250,READ,MISS
1913,199,WRITE,MISS
1914,198,WRITE,MISS
1915,200,READ,MISS
1916,202,WRITE,MISS
1917,203,READ,MISS
1918,203,READ,HIT
1919,201,WRITE,MISS
1920,203,WRITE,HIT
1921,204,WRITE,MISS
1922,205,WRITE,MISS
1923,207,READ,MISS
1924,205,READ,HIT
1925,203,WRITE,HIT
1926,203,WRITE,HIT
1927,203,READ,HIT
1928,204,WRITE,HIT
1929,205,READ,HIT
1930,205,WRITE,HIT
1931,204,READ,HIT
1932,203,WRITE,HIT
1933,110,WRITE,MISS
1934,112,READ,MISS
1935,110,WRITE,HIT
1936,111,WRITE,MISS
1937,196,WRITE,MISS
1938,133,WRITE,MISS
1939,27,READ,MISS
1940,28,READ,MISS
1941,65,WRITE,MISS
1942,66,READ,MISS
1943,64,READ,MISS
1944,65,READ,HIT
1945,172,WRITE,MISS
1946,171,READ,MISS
1947,173,WRITE,MISS
1948,173,WRITE,HIT
1949,174,WRITE,MISS
1950,138,WRITE,MISS
1951,137,WRITE,MISS
1952,40,READ,MISS
1953,39,WRITE,MISS
1954,37,WRITE,MISS
1955,35,READ,MISS
1956,35,WRITE,HIT
1957,33,READ,MISS
1958,33,READ,HIT
1959,33,READ,HIT
1960,31,WRITE,MISS
1961,30,READ,MISS
1962,30,WRITE,HIT
1963,28,READ,MISS
1964,28,READ,HIT
1965,26,WRITE,MISS
1966,229,READ,MISS
1967,231,READ,MISS
1968,229,READ,HIT
1969,227,READ,MISS
1970,227,WRITE,HIT
1971,229,WRITE,HIT
1972,13,READ,MISS
1973,166,WRITE,MISS
1974,164,WRITE,MISS
1975,163,WRITE,MISS
1976,164,READ,HIT
1977,165,WRITE,MISS
1978,164,READ,HIT
1979,174,READ,MISS
1980,173,WRITE,MISS
1981,175,WRITE,MISS
1982,176,WRITE,MISS
1983,178,READ,MISS
1984,179,WRITE,MISS
1985,178,WRITE,HIT
1986,177,READ,MISS
1987,177,WRITE,HIT
1988,65,WRITE,MISS
1989,67,READ,MISS
1990,179,WRITE,HIT
1991,177,READ,HIT
1992,179,READ,HIT
1993,63,READ,MISS
1994,62,WRITE,MISS
1995,63,READ,HIT
1996,65,WRITE,HIT
1997,97,READ,MISS
1998,95,WRITE,MISS
1999,96,WRITE,MISS
2000,95,WRITE,HIT
2001,93,WRITE,MISS
2002,94,READ,MISS
2003,96,READ,HIT
2004,97,READ,HIT
2005,98,WRITE,MISS
2006,96,READ,HIT
2007,97,READ,HIT
2008,98,READ,HIT
2009,102,WRITE,MISS
2010,104,READ,MISS
2011,103,READ,MISS
2012,101,WRITE,MISS
2013,100,READ,MISS
2014,102,WRITE,HIT
2015,102,WRITE,HIT
2016,103,WRITE,HIT
2017,45,WRITE,MISS
2018,46,WRITE,MISS
2019,45,READ,HIT
2020,55,READ,MISS
2021,57,WRITE,MISS
2022,59,READ,MISS
2023,60,WRITE,MISS
2024,58,WRITE,MISS
2025,55,WRITE,HIT
2026,53,READ,MISS
2027,184,READ,MISS
2028,186,WRITE,MISS
2029,186,READ,HIT
2030,184,WRITE,HIT
2031,183,WRITE,MISS
2032,182,WRITE,MISS
2033,181,READ,MISS
2034,180,WRITE,MISS
2035,182,WRITE,HIT
2036,183,READ,HIT
2037,181,WRITE,HIT
2038,180,READ,HIT
2039,182,READ,HIT
2040,183,READ,HIT
2041,182,WRITE,HIT
2042,182,WRITE,HIT
2043,180,READ,HIT
2044,182,READ,HIT
2045,183,READ,HIT
2046,185,WRITE,MISS
2047,187,WRITE,MISS
2048,188,READ,MISS
2049,239,READ,MISS
2050,241,WRITE,MISS
2051,235,WRITE,MISS
2052,237,WRITE,MISS
2053,239,WRITE,HIT
2054,245,WRITE,MISS
2055,245,READ,HIT
2056,245,WRITE,HIT
2057,246,WRITE,MISS
2058,244,WRITE,MISS
2059,245,WRITE,HIT
2060,247,READ,MISS
2061,0,READ,MISS
2062,83,READ,MISS
2063,81,READ,MISS
2064,79,READ,MISS
2065,80,WRITE,MISS
2066,81,READ,HIT
2067,46,WRITE,MISS
2068,46,WRITE,HIT
2069,79,WRITE,HIT
2070,81,WRITE,HIT
2071,82,READ,MISS
2072,81,READ,HIT
2073,80,READ,HIT
2074,80,READ,HIT
2075,79,WRITE,HIT
2076,78,WRITE,MISS
2077,80,WRITE,HIT
2078,78,READ,HIT
2079,76,READ,MISS
2080,49,WRITE,MISS
2081,50,READ,MISS
2082,51,WRITE,MISS
2083,50,WRITE,HIT
2084,51,WRITE,HIT
2085,50,WRITE,HIT
2086,91,READ,MISS
2087,90,WRITE,MISS
2088,91,WRITE,HIT
2089,89,READ,MISS
2090,89,READ,HIT
2091,88,READ,MISS
2092,88,READ,HIT
2093,89,WRITE,HIT
2094,87,WRITE,MISS
2095,85,WRITE,MISS
2096,86,READ,MISS
2097,87,WRITE,HIT
2098,88,WRITE,HIT
2099,86,READ,HIT
2100,172,WRITE,MISS
2101,228,WRITE,MISS
2102,230,WRITE,MISS
2103,210,WRITE,MISS
2104,211,WRITE,MISS
2105,220,READ,MISS
2106,220,WRITE,HIT
2107,222,WRITE,MISS
2108,221,WRITE,MISS
2109,151,READ,MISS
2110,152,READ,MISS
2111,154,WRITE,MISS
2112,152,READ,HIT
2113,151,WRITE,HIT
2114,150,READ,MISS
2115,150,WRITE,HIT
2116,152,WRITE,HIT
2117,152,WRITE,HIT
2118,153,WRITE,MISS
2119,153,WRITE,HIT
2120,113,WRITE,MISS
2121,111,READ,MISS
2122,111,READ,HIT
2123,112,WRITE,MISS
2124,114,WRITE,MISS
2125,116,WRITE,MISS
2126,134,WRITE,MISS
2127,120,WRITE,MISS
2128,249,READ,MISS
2129,249,WRITE,HIT
2130,12,WRITE,MISS
2131,10,WRITE,MISS
2132,9,READ,MISS
2133,9,READ,HIT
2134,7,READ,MISS
2135,7,READ,HIT
2136,208,READ,MISS
2137,209,WRITE,MISS
2138,211,READ,MISS
2139,210,WRITE,MISS
2140,244,WRITE,MISS
2141,244,READ,HIT
2142,245,WRITE,MISS
2143,246,READ,MISS
2144,97,READ,MISS
2145,97,READ,HIT
2146,98,READ,MISS
2147,100,WRITE,MISS
2148,102,READ,MISS
2149,102,WRITE,HIT
2150,103,READ,MISS
2151,54,WRITE,MISS
2152,53,WRITE,MISS
2153,55,READ,MISS
2154,53,READ,HIT
2155,54,READ,HIT
2156,54,READ,HIT
2157,54,READ,HIT
2158,54,WRITE,HIT
2159,54,WRITE,HIT
2160,111,WRITE,MISS
2161,103,WRITE,HIT
2162,102,WRITE,HIT
2163,100,WRITE,HIT
2164,100,WRITE,HIT
2165,100,WRITE,HIT
2166,156,READ,MISS
2167,158,READ,MISS
2168,160,READ,MISS
2169,193,READ,MISS
2170,194,WRITE,MISS
2171,156,WRITE,HIT
2172,155,READ,MISS
2173,249,WRITE,MISS
2174,139,WRITE,MISS
2175,139,WRITE,HIT
2176,140,WRITE,MISS
2177,82,WRITE,MISS
2178,61,WRITE,MISS
2179,60,READ,MISS
2180,60,READ,HIT
2181,141,READ,MISS
2182,143,READ,MISS
2183,141,WRITE,HIT
2184,136,WRITE,MISS
2185,144,READ,MISS
2186,145,READ,MISS
2187,147,READ,MISS
2188,93,READ,MISS
2189,92,READ,MISS
2190,120,WRITE,MISS
2191,120,WRITE,HIT
2192,64,READ,MISS
2193,66,READ,MISS
2194,111,READ,MISS
2195,112,WRITE,MISS
2196,113,READ,MISS
2197,115,READ,MISS
2198,115,WRITE,HIT
2199,115,READ,HIT
2200,114,READ,MISS
2201,115,READ,HIT
2202,117,READ,MISS
2203,61,READ,MISS
2204,60,READ,MISS
2205,60,WRITE,HIT
2206,61,READ,HIT
2207,62,WRITE,MISS
2208,63,WRITE,MISS
2209,61,READ,HIT
2210,62,READ,HIT
2211,239,WRITE,MISS
2212,240,READ,MISS
2213,240,WRITE,HIT
2214,240,READ,HIT
2215,238,WRITE,MISS
2216,238,READ,HIT
2217,240,WRITE,HIT
2218,238,WRITE,HIT
2219,238,WRITE,HIT
2220,238,WRITE,HIT
2221,237,READ,MISS
2222,236,WRITE,MISS
2223,234,READ,MISS
2224,232,WRITE,MISS
2225,232,WRITE,HIT
2226,231,READ,MISS
2227,231,READ,HIT
2228,230,READ,MISS
